aarfra,amt,By/sogn,Befollkningstal,Type
1850,Odense,Hjadstrup,610,Sogn
1850,Odense,Otterup,607,Sogn
1850,Odense,Tanderup,607,Sogn
1850,Odense,Rolsted,600,Sogn
1850,Odense,Grindløse,596,Sogn
1850,Odense,Dalby,595,Sogn
1850,Odense,Nørre Sandager,583,Sogn
1850,Odense,Dalum,567,Sogn
1850,Odense,Bellinge,566,Sogn
1850,Odense,Birkende,562,Sogn
1850,Odense,Nørre Aaby,553,Sogn
1850,Odense,Udby,551,Sogn
1850,Odense,Korup,546,Sogn
1850,Odense,Stenløse,535,Sogn
1850,Odense,Føns,533,Sogn
1850,Odense,Nørre Næraa,529,Sogn
1850,Odense,Agedrup,528,Sogn
1850,Odense,Ørsted,515,Sogn
1850,Odense,Østrup,503,Sogn
1850,Odense,Sankt Hans Landsogn,492,Delsogn
1850,Odense,Revninge,490,Sogn
1850,Odense,Vor Frue,480,Sogn
1850,Odense,Ore,478,Sogn
1850,Odense,Drigstrup,474,Sogn
1850,Odense,Brændekilde,473,Sogn
1850,Odense,Ejby,455,Sogn
1850,Odense,Rorslev,427,Sogn
1850,Odense,Aasum,420,Sogn
1850,Odense,Ørslev,409,Sogn
1850,Odense,Søby,405,Sogn
1850,Odense,Allerup,405,Sogn
1850,Odense,Allesø,404,Sogn
1850,Odense,Højby,401,Sogn
1850,Odense,Nørre Søby,389,Sogn
1850,Odense,Balslev,388,Sogn
1850,Odense,Søllested,384,Sogn
1850,Odense,Sandager,378,Sogn
1850,Odense,Uggerslev,377,Sogn
1850,Odense,Helnæs,372,Sogn
1850,Odense,Davinde,334,Sogn
1850,Odense,Sankt Knuds,323,Sogn
1850,Odense,Melby,317,Sogn
1850,Odense,Holevad,301,Sogn
1850,Odense,Bederslev,299,Sogn
1850,Odense,Vedtofte,293,Sogn
1850,Odense,Gamborg,289,Sogn
1850,Odense,Seden,282,Sogn
1850,Odense,Ejlby,279,Sogn
1850,Odense,Baagø,267,Sogn
1850,Odense,Middelfart Landdistrikt,247,Delsogn
1850,Præstø,Kalvehave,2876,Sogn
1850,Præstø,Næstved Købstad,2744,Købstad
1850,Præstø,Fakse,2663,Sogn
1850,Præstø,Fanefjord,2144,Sogn
1850,Præstø,Herfølge,2005,Sogn
1850,Præstø,Stege Købstad,1808,Købstad
1850,Præstø,Stege Landdistrikt,1797,Delsogn
1850,Præstø,Damsholte,1764,Sogn
1850,Præstø,Kongsted,1625,Sogn
1850,Præstø,Vordingborg Købstad,1576,Købstad
1850,Præstø,Køng,1547,Sogn
1850,Præstø,Herlufmagle,1530,Sogn
1850,Præstø,Magleby,1495,Sogn
1850,Præstø,Snesere,1489,Sogn
1850,Præstø,Toksværd,1481,Sogn
1850,Præstø,Vordingborg Landsogn,1408,Delsogn
1850,Præstø,Store Heddinge Landsogn,1401,Delsogn
1850,Præstø,Everdrup,1377,Sogn
1850,Præstø,Keldby,1322,Sogn
1850,Præstø,Sønder Dalby,1320,Sogn
1850,Præstø,Hammer,1287,Sogn
1850,Præstø,Øster Egesborg,1219,Sogn
1850,Præstø,Allerslev,1174,Sogn
1850,Præstø,Sværdborg,1138,Sogn
1850,Præstø,Mern,1138,Sogn
1850,Præstø,Borre,1119,Sogn
1850,Præstø,Magleby Stevns,1082,Sogn
1850,Præstø,Store Heddinge Købstad,1053,Købstad
1850,Præstø,Jungshoved,1043,Sogn
1850,Præstø,Bogø,1028,Sogn
1850,Præstø,Hellested,1015,Sogn
1850,Præstø,Vejlø,985,Sogn
1850,Præstø,Roholte,957,Sogn
1850,Præstø,Præstø Købstad,951,Købstad
1850,Præstø,Kastrup,945,Sogn
1850,Præstø,Holtug,930,Sogn
1850,Præstø,Strøby,927,Sogn
1850,Præstø,Skelby,861,Sogn
1850,Præstø,Elmelunde,848,Sogn
1850,Præstø,Gørslev,844,Sogn
1850,Præstø,Ørslev,838,Sogn
1850,Præstø,Lyderslev,837,Sogn
1850,Præstø,Karise,828,Sogn
1850,Præstø,Sædder,825,Sogn
1850,Præstø,Skibinge,822,Sogn
1850,Præstø,Glumsø,821,Sogn
1850,Præstø,Fensmark,788,Sogn
1850,Præstø,Haarlev,771,Sogn
1850,Præstø,Baarse,766,Sogn
1850,Præstø,Næstelsø,761,Sogn
1850,Præstø,Smerup,752,Sogn
1850,Præstø,Tybjerg,718,Sogn
1850,Præstø,Udby,704,Sogn
1850,Præstø,Rønnebæk,664,Sogn
1850,Præstø,Beldringe,661,Sogn
1850,Præstø,Bjæverskov,649,Sogn
1850,Præstø,Endeslev,620,Sogn
1850,Præstø,Vester Egede,613,Sogn
1850,Præstø,Holme Olstrup,610,Sogn
1850,Præstø,Næsby,573,Sogn
1850,Præstø,Ulse,558,Sogn
1850,Præstø,Sandby,553,Sogn
1850,Præstø,Lundby,544,Sogn
1850,Præstø,Vester Egesborg,513,Sogn
1850,Præstø,Havnelev,510,Sogn
1850,Præstø,Frøslev,496,Sogn
1850,Præstø,Vollerslev,487,Sogn
1850,Præstø,Lille Heddinge,486,Sogn
1850,Præstø,Spjellerup,454,Sogn
1850,Præstø,Tureby,449,Sogn
1850,Præstø,Rislev,409,Sogn
1850,Præstø,Alslev,380,Sogn
1850,Præstø,Mogenstrup,368,Sogn
1850,Præstø,Lellinge,365,Sogn
1850,Præstø,Valløby,360,Sogn
1850,Præstø,Taarnby,357,Sogn
1850,Præstø,Himlingøje,349,Sogn
1850,Præstø,Aversi,347,Sogn
1850,Præstø,Lidemark,344,Sogn
1850,Præstø,Tyvelse,334,Sogn
1850,Præstø,Højerup,329,Sogn
1850,Præstø,Vraaby,328,Sogn
1850,Præstø,Øster Egede,304,Sogn
1850,Præstø,Sankt Mortens,297,Sogn
1850,Præstø,Varpelev,297,Sogn
1850,Præstø,Nyord,282,Sogn
1850,Præstø,Vemmetofte,265,Sogn
1850,Præstø,Bavelse,206,Sogn
1850,Randers,Randers Købstad,7337,Købstad
1850,Randers,Ørsted,1443,Sogn
1850,Randers,Draaby,1359,Sogn
1850,Randers,Kristrup,1258,Sogn
1850,Randers,Hobro Købstad,1171,Købstad
1850,Randers,Ebeltoft Købstad,1113,Købstad
1850,Randers,Grenaa Købstad,1100,Købstad
1850,Randers,Lyngby,1052,Sogn
1850,Randers,Hornslet,1017,Sogn
1850,Randers,Tved,985,Sogn
1850,Randers,Øster Tørslev,882,Sogn
1850,Randers,Aalsø,858,Sogn
1850,Randers,Udbyneder,850,Sogn
1850,Randers,Mørke,845,Sogn
1850,Randers,Thorsager,844,Sogn
1850,Randers,Vivild,827,Sogn
1850,Randers,Skødstrup,821,Sogn
1850,Randers,Virring,816,Sogn
1850,Randers,Nødager,804,Sogn
1850,Randers,Todbjerg,785,Sogn
1850,Randers,Bregnet,763,Sogn
1850,Randers,Nørre Galten,727,Sogn
1850,Randers,Feldballe,713,Sogn
1850,Randers,Ørum (Djurs),690,Sogn
1850,Randers,Egaa,683,Sogn
1850,Randers,Mariager Landsogn,683,Delsogn
1850,Randers,Vindblæs,680,Sogn
1850,Randers,Vistoft,679,Sogn
1850,Randers,Ødum,670,Sogn
1850,Randers,Fausing,666,Sogn
1850,Randers,Glesborg,662,Sogn
1850,Randers,Borup,658,Sogn
1850,Randers,Hørning,653,Sogn
1850,Randers,Helgenæs,642,Sogn
1850,Randers,Hyllested,637,Sogn
1850,Randers,Tirstrup,634,Sogn
1850,Randers,Holbæk,613,Sogn
1850,Randers,Essenbæk,599,Sogn
1850,Randers,Gjesing,586,Sogn
1850,Randers,Voldby,584,Sogn
1850,Randers,Haslund,576,Sogn
1850,Randers,Gjerrild,559,Sogn
1850,Randers,Agri,557,Sogn
1850,Randers,Harridslev,554,Sogn
1850,Randers,Mariager Købstad,546,Købstad
